rank,GEO_ID_origin,NAME_origin,GEO_ID_dest,NAME_dest,VAL_origin,VAL_dest,distance_miles,distance_used,dist_floored,gravity,gravity_norm
16249,E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",E330000US5154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Virginia",199837,260880,1645.85,1645.85,False,19245.809535586828,6.27715117377403e-06
16250,E330000US5154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Virginia",E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",260880,199837,1645.85,1645.85,False,19245.809535586828,6.27715117377403e-06
16251,E330000US5399999999,"Remainder of Washington, Washington",E330000US2499999999,"Remainder of Maryland, Maryland",536283,220085,2482.89,2482.89,False,19145.623556602455,6.244441008022217e-06
16252,E330000US2499999999,"Remainder of Maryland, Maryland",E330000US5399999999,"Remainder of Washington, Washington",220085,536283,2482.89,2482.89,False,19145.623556602455,6.244441008022217e-06
16253,E330000US5099999999,"Remainder of Vermont, Vermont",E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",162074,363627,1754.98,1754.98,False,19134.85301483842,6.240924485950866e-06
16254,E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",E330000US5099999999,"Remainder of Vermont, Vermont",363627,162074,1754.98,1754.98,False,19134.85301483842,6.240924485950866e-06
16255,E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",276034,199837,1698.23,1698.23,False,19126.938564531323,6.238340461878795e-06
16256,E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",199837,276034,1698.23,1698.23,False,19126.938564531323,6.238340461878795e-06
16257,E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",E330000US3099999999,"Remainder of Montana, Montana",227976,243125,1702.57,1702.57,False,19120.920451669834,6.236375581451333e-06
16258,E330000US3099999999,"Remainder of Montana, Montana",E330000US2454847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Maryland",243125,227976,1702.57,1702.57,False,19120.920451669834,6.236375581451333e-06
16259,E330000US3099999999,"Remainder of Montana, Montana",E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",243125,185225,1537.15,1537.15,False,19058.851373264562,6.216110372054963e-06
16260,E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",E330000US3099999999,"Remainder of Montana, Montana",185225,243125,1537.15,1537.15,False,19058.851373264562,6.216110372054963e-06
16261,E330000US1237000000,"Miami-Port St. Lucie-Fort Lauderdale, FL CFS Area; Florida",E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",1238106,12477,900.84,900.84,False,19035.86777557411,6.2086063550492995e-06
16262,E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",E330000US1237000000,"Miami-Port St. Lucie-Fort Lauderdale, FL CFS Area; Florida",12477,1238106,900.84,900.84,False,19035.86777557411,6.2086063550492995e-06
16263,E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",E330000US1099999999,"Remainder of Delaware, Delaware",2123684,52245,2415.39,2415.39,False,19017.792330025284,6.2027048224602725e-06
16264,E330000US1099999999,"Remainder of Delaware, Delaware",E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",52245,2123684,2415.39,2415.39,False,19017.792330025284,6.2027048224602725e-06
16265,E330000US2599999999,"Remainder of Massachusetts, Massachusetts",E330000US5399999999,"Remainder of Washington, Washington",218252,536283,2481.03,2481.03,False,19014.645408899858,6.2016773701893645e-06
16266,E330000US5399999999,"Remainder of Washington, Washington",E330000US2599999999,"Remainder of Massachusetts, Massachusetts",536283,218252,2481.03,2481.03,False,19014.645408899858,6.2016773701893645e-06
16267,E330000US5399999999,"Remainder of Washington, Washington",E330000US4599916700,"Charleston-North Charleston, SC CFS Area; South Carolina",536283,208621,2427.15,2427.15,False,18991.48037721306,6.194114115991496e-06
16268,E330000US4599916700,"Charleston-North Charleston, SC CFS Area; South Carolina",E330000US5399999999,"Remainder of Washington, Washington",208621,536283,2427.15,2427.15,False,18991.48037721306,6.194114115991496e-06
16269,E330000US4199999999,"Remainder of Oregon, Oregon",E330000US3314800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); New Hampshire",297360,313807,2219.93,2219.93,False,18935.056903437995,6.1756921651538105e-06
16270,E330000US3314800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); New Hampshire",E330000US4199999999,"Remainder of Oregon, Oregon",313807,297360,2219.93,2219.93,False,18935.056903437995,6.1756921651538105e-06
16271,E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",E330000US0299999999,"Remainder of Alaska, Alaska",289171,135932,1440.98,1440.98,False,18930.43255130198,6.1741823398629145e-06
16272,E330000US0299999999,"Remainder of Alaska, Alaska",E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",135932,289171,1440.98,1440.98,False,18930.43255130198,6.1741823398629145e-06
16273,E330000US3699999999,"Remainder of New York, New York",E330000US0299999999,"Remainder of Alaska, Alaska",892946,135932,2532.29,2532.29,False,18928.666652534743,6.173605783722396e-06
16274,E330000US0299999999,"Remainder of Alaska, Alaska",E330000US3699999999,"Remainder of New York, New York",135932,892946,2532.29,2532.29,False,18928.666652534743,6.173605783722396e-06
16275,E330000US4199999999,"Remainder of Oregon, Oregon",E330000US2399999999,"Remainder of Maine, Maine",297360,327467,2268.82,2268.82,False,18916.90162927954,6.169764568967069e-06
16276,E330000US2399999999,"Remainder of Maine, Maine",E330000US4199999999,"Remainder of Oregon, Oregon",327467,297360,2268.82,2268.82,False,18916.90162927954,6.169764568967069e-06
16277,E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",12477,862504,754.45,754.45,False,18906.466399084868,6.16635752426095e-06
16278,E330000US4736800000,"Memphis-Forrest City, TN-MS-AR CFS Area (part); Tennessee",E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",862504,12477,754.45,754.45,False,18906.466399084868,6.16635752426095e-06
16279,E330000US0999999999,"Remainder of Connecticut, Connecticut",E330000US1747600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Illinois",65480,249455,930.36,930.36,False,18871.169868138142,6.15483340292745e-06
16280,E330000US1747600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Illinois",E330000US0999999999,"Remainder of Connecticut, Connecticut",249455,65480,930.36,930.36,False,18871.169868138142,6.15483340292745e-06
16281,E330000US3299999999,"Remainder of Nevada, Nevada",E330000US5199940060,"Richmond, VA CFS Area; Virginia",257954,348802,2184.71,2184.71,False,18850.96729908871,6.1482373763285335e-06
16282,E330000US5199940060,"Richmond, VA CFS Area; Virginia",E330000US3299999999,"Remainder of Nevada, Nevada",348802,257954,2184.71,2184.71,False,18850.96729908871,6.1482373763285335e-06
16283,E330000US3999999999,"Remainder of Ohio, Ohio",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",423439,169158,1949.71,1949.71,False,18842.709765173575,6.145541337363766e-06
16284,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US3999999999,"Remainder of Ohio, Ohio",169158,423439,1949.71,1949.71,False,18842.709765173575,6.145541337363766e-06
16285,E330000US2499999999,"Remainder of Maryland, Maryland",E330000US3599999999,"Remainder of New Mexico, New Mexico",220085,228119,1633.29,1633.29,False,18820.246052078644,6.138207059791343e-06
16286,E330000US3599999999,"Remainder of New Mexico, New Mexico",E330000US2499999999,"Remainder of Maryland, Maryland",228119,220085,1633.29,1633.29,False,18820.246052078644,6.138207059791343e-06
16287,E330000US3399999999,"Remainder of New Hampshire, New Hampshire",E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",52006,2123684,2422.51,2422.51,False,18819.67805499334,6.138021611897384e-06
16288,E330000US5350000000,"Seattle-Tacoma, WA CFS Area; Washington",E330000US3399999999,"Remainder of New Hampshire, New Hampshire",2123684,52006,2422.51,2422.51,False,18819.67805499334,6.138021611897384e-06
16289,E330000US0899999999,"Remainder of Colorado, Colorado",E330000US5099999999,"Remainder of Vermont, Vermont",365608,162074,1775.5,1775.5,False,18796.96304173304,6.130605286216573e-06
16290,E330000US5099999999,"Remainder of Vermont, Vermont",E330000US0899999999,"Remainder of Colorado, Colorado",162074,365608,1775.5,1775.5,False,18796.96304173304,6.130605286216573e-06
16291,E330000US5199940060,"Richmond, VA CFS Area; Virginia",E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",348802,289171,2320.92,2320.92,False,18724.635027397435,6.106990591212332e-06
16292,E330000US0626000000,"Fresno-Madera-Hanford, CA CFS Area; California",E330000US5199940060,"Richmond, VA CFS Area; Virginia",289171,348802,2320.92,2320.92,False,18724.635027397435,6.106990591212332e-06
16293,E330000US4799999999,"Remainder of Tennessee, Tennessee",E330000US0299999999,"Remainder of Alaska, Alaska",907962,135932,2567.47,2567.47,False,18723.137392291592,6.106501621667447e-06
16294,E330000US0299999999,"Remainder of Alaska, Alaska",E330000US4799999999,"Remainder of Tennessee, Tennessee",135932,907962,2567.47,2567.47,False,18723.137392291592,6.106501621667447e-06
16295,E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",E330000US4199999999,"Remainder of Oregon, Oregon",272201,297360,2088.39,2088.39,False,18558.764228229757,6.052834696453777e-06
16296,E330000US4199999999,"Remainder of Oregon, Oregon",E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",297360,272201,2088.39,2088.39,False,18558.764228229757,6.052834696453777e-06
16297,E330000US0499999999,"Remainder of Arizona, Arizona",E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",109087,760818,2116.6,2116.6,False,18525.766834911774,6.042061230787715e-06
16298,E330000US2454812580,"Baltimore-Columbia-Towson, MD CFS Area; Maryland",E330000US0499999999,"Remainder of Arizona, Arizona",760818,109087,2116.6,2116.6,False,18525.766834911774,6.042061230787715e-06
16299,E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",354346,169158,1798.88,1798.88,False,18523.186086053807,6.041218630617874e-06
16300,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US1817600000,"Chicago-Naperville, IL-IN-WI CFS Area (part); Indiana",169158,354346,1798.88,1798.88,False,18523.186086053807,6.041218630617874e-06
16301,E330000US2899999999,"Remainder of Mississippi, Mississippi",E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",1021139,12477,829.69,829.69,False,18508.163485694913,6.036313835029268e-06
16302,E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",E330000US2899999999,"Remainder of Mississippi, Mississippi",12477,1021139,829.69,829.69,False,18508.163485694913,6.036313835029268e-06
16303,E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",E330000US4199999999,"Remainder of Oregon, Oregon",281776,297360,2129.08,2129.08,False,18484.282067751898,6.028516684697222e-06
16304,E330000US4199999999,"Remainder of Oregon, Oregon",E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",297360,281776,2129.08,2129.08,False,18484.282067751898,6.028516684697222e-06
16305,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",169158,596094,2346.52,2346.52,False,18312.969489104227,5.972584079159576e-06
16306,E330000US3745000000,"Raleigh-Durham-Cary, NC CFS Area; North Carolina",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",596094,169158,2346.52,2346.52,False,18312.969489104227,5.972584079159576e-06
16307,E330000US0453600000,"Tucson-Nogales, AZ CFS Area; Arizona",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",138504,169158,1131.37,1131.37,False,18303.98033780046,5.969649171180484e-06
16308,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US0453600000,"Tucson-Nogales, AZ CFS Area; Arizona",169158,138504,1131.37,1131.37,False,18303.98033780046,5.969649171180484e-06
16309,E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",199837,281776,1754.46,1754.46,False,18293.33799904417,5.9661745066791826e-06
16310,E330000US1042800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); Delaware",E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",281776,199837,1754.46,1754.46,False,18293.33799904417,5.9661745066791826e-06
16311,E330000US4414800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Rhode Island",E330000US3599999999,"Remainder of New Mexico, New Mexico",271164,228119,1838.92,1838.92,False,18292.279068352716,5.965828771689233e-06
16312,E330000US3599999999,"Remainder of New Mexico, New Mexico",E330000US4414800000,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (part); Rhode Island",228119,271164,1838.92,1838.92,False,18292.279068352716,5.965828771689233e-06
16313,E330000US5099999999,"Remainder of Vermont, Vermont",E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",162074,185225,1282.45,1282.45,False,18252.908231500467,5.95297441210439e-06
16314,E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",E330000US5099999999,"Remainder of Vermont, Vermont",185225,162074,1282.45,1282.45,False,18252.908231500467,5.95297441210439e-06
16315,E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",7963786,12477,2335.46,2335.46,False,18217.336882487525,5.941360564198483e-06
16316,E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",E330000US0634800000,"Los Angeles-Long Beach, CA CFS Area; California",12477,7963786,2335.46,2335.46,False,18217.336882487525,5.941360564198483e-06
16317,E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",659780,169158,2482.81,2482.81,False,18105.25794029723,5.904767412007952e-06
16318,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US1299945300,"Tampa-St. Petersburg-Clearwater, FL CFS Area; Florida",169158,659780,2482.81,2482.81,False,18105.25794029723,5.904767412007952e-06
16319,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US2055600000,"Wichita-Winfield, KS CFS Area; Kansas",169158,227296,1460.82,1460.82,False,18017.350304730724,5.876066057193832e-06
16320,E330000US2055600000,"Wichita-Winfield, KS CFS Area; Kansas",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",227296,169158,1460.82,1460.82,False,18017.350304730724,5.876066057193832e-06
16321,E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",E330000US4899929700,"Laredo, TX CFS Area; Texas",595891,47600,1254.73,1254.73,False,18016.61570263989,5.875826213690815e-06
16322,E330000US4899929700,"Laredo, TX CFS Area; Texas",E330000US1825800000,"Fort Wayne-Huntington-Auburn, IN CFS Area; Indiana",47600,595891,1254.73,1254.73,False,18016.61570263989,5.875826213690815e-06
16323,E330000US4199999999,"Remainder of Oregon, Oregon",E330000US5154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Virginia",297360,260880,2076.22,2076.22,False,17996.025231869266,5.869103539334157e-06
16324,E330000US5154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); Virginia",E330000US4199999999,"Remainder of Oregon, Oregon",260880,297360,2076.22,2076.22,False,17996.025231869266,5.869103539334157e-06
16325,E330000US0453600000,"Tucson-Nogales, AZ CFS Area; Arizona",E330000US5499999999,"Remainder of West Virginia, West Virginia",138504,436544,1834.05,1834.05,False,17974.962665378476,5.862226728346665e-06
16326,E330000US5499999999,"Remainder of West Virginia, West Virginia",E330000US0453600000,"Tucson-Nogales, AZ CFS Area; Arizona",436544,138504,1834.05,1834.05,False,17974.962665378476,5.862226728346665e-06
16327,E330000US4099999999,"Remainder of Oklahoma, Oklahoma",E330000US1099999999,"Remainder of Delaware, Delaware",398232,52245,1076.81,1076.81,False,17943.31693934444,5.851894574542276e-06
16328,E330000US1099999999,"Remainder of Delaware, Delaware",E330000US4099999999,"Remainder of Oklahoma, Oklahoma",52245,398232,1076.81,1076.81,False,17943.31693934444,5.851894574542276e-06
16329,E330000US4899929700,"Laredo, TX CFS Area; Texas",E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",47600,185225,701.32,701.32,False,17925.61678893745,5.846115573732841e-06
16330,E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",E330000US4899929700,"Laredo, TX CFS Area; Texas",185225,47600,701.32,701.32,False,17925.61678893745,5.846115573732841e-06
16331,E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",199837,169158,1374.26,1374.26,False,17899.076795104043,5.837450413137084e-06
16332,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",169158,199837,1374.26,1374.26,False,17899.076795104043,5.837450413137084e-06
16333,E330000US0299999999,"Remainder of Alaska, Alaska",E330000US0899999999,"Remainder of Colorado, Colorado",135932,365608,1666.33,1666.33,False,17898.447838758595,5.837245062383227e-06
16334,E330000US0899999999,"Remainder of Colorado, Colorado",E330000US0299999999,"Remainder of Alaska, Alaska",365608,135932,1666.33,1666.33,False,17898.447838758595,5.837245062383227e-06
16335,E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",E330000US0499999999,"Remainder of Arizona, Arizona",796192,109087,2204.71,2204.71,False,17868.490436326214,5.827464136858611e-06
16336,E330000US0499999999,"Remainder of Arizona, Arizona",E330000US3442800000,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (part); New Jersey",109087,796192,2204.71,2204.71,False,17868.490436326214,5.827464136858611e-06
16337,E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",E330000US1599999999,"Remainder of Hawaii, Hawaii",2676802,36554,2344.45,2344.45,False,17802.016762085597,5.8057608513830875e-06
16338,E330000US1599999999,"Remainder of Hawaii, Hawaii",E330000US0648800000,"San Jose-San Francisco-Oakland, CA CFS Area; California",36554,2676802,2344.45,2344.45,False,17802.016762085597,5.8057608513830875e-06
16339,E330000US1099999999,"Remainder of Delaware, Delaware",E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",52245,670563,1406.96,1406.96,False,17697.862589831093,5.771755092566086e-06
16340,E330000US4899912420,"Austin-Round Rock-Georgetown, TX CFS Area; Texas",E330000US1099999999,"Remainder of Delaware, Delaware",670563,52245,1406.96,1406.96,False,17697.862589831093,5.771755092566086e-06
16341,E330000US4899929700,"Laredo, TX CFS Area; Texas",E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",47600,1121691,1737.15,1737.15,False,17693.16577666599,5.770221609151607e-06
16342,E330000US4144000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Oregon",E330000US4899929700,"Laredo, TX CFS Area; Texas",1121691,47600,1737.15,1737.15,False,17693.16577666599,5.770221609151607e-06
16343,E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",E330000US5699999999,"Remainder of Wyoming, Wyoming",190029,174295,1372.19,1372.19,False,17590.424151740524,5.736677039192902e-06
16344,E330000US5699999999,"Remainder of Wyoming, Wyoming",E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",174295,190029,1372.19,1372.19,False,17590.424151740524,5.736677039192902e-06
16345,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",169158,363627,1872.4,1872.4,False,17544.920301590548,5.72182028482627e-06
16346,E330000US4820400000,"Corpus Christi-Kingsville-Alice, TX CFS Area; Texas",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",363627,169158,1872.4,1872.4,False,17544.920301590548,5.72182028482627e-06
16347,E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",E330000US2947600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Missouri",12477,802205,758.4,758.4,False,17401.989046518655,5.675154023819372e-06
16348,E330000US2947600000,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (part); Missouri",E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",802205,12477,758.4,758.4,False,17401.989046518655,5.675154023819372e-06
16349,E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",199837,272201,1768.65,1768.65,False,17389.28882387258,5.67100747165659e-06
16350,E330000US4299910900,"Allentown-Bethlehem-Easton, PA-NJ CFS Area (part); Pennsylvania",E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",272201,199837,1768.65,1768.65,False,17389.28882387258,5.67100747165659e-06
16351,E330000US3233200000,"Las Vegas-Henderson, NV CFS Area; Nevada",E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",236260,185225,1586.97,1586.97,False,17376.10247598508,5.666702202302199e-06
16352,E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",E330000US3233200000,"Las Vegas-Henderson, NV CFS Area; Nevada",185225,236260,1586.97,1586.97,False,17376.10247598508,5.666702202302199e-06
16353,E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",E330000US4199999999,"Remainder of Oregon, Oregon",276034,297360,2173.63,2173.63,False,17372.96272777115,5.66567709194706e-06
16354,E330000US4199999999,"Remainder of Oregon, Oregon",E330000US5154500000,"Virginia Beach-Norfolk, VA-NC CFS Area (part); Virginia",297360,276034,2173.63,2173.63,False,17372.96272777115,5.66567709194706e-06
16355,E330000US1349600000,"Savannah-Hinesville-Statesboro, GA CFS Area; Georgia",E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",165870,199837,1388.28,1388.28,False,17198.46202374758,5.608703581179555e-06
16356,E330000US4823800000,"El Paso-Las Cruces, TX-NM CFS Area (part); Texas",E330000US1349600000,"Savannah-Hinesville-Statesboro, GA CFS Area; Georgia",199837,165870,1388.28,1388.28,False,17198.46202374758,5.608703581179555e-06
16357,E330000US1599946520,"Urban Honolulu, HI CFS Area; Hawaii",E330000US0647200000,"Sacramento-Roseville, CA CFS Area; California",140904,747056,2476.1,2476.1,False,17168.807051582102,5.5990213974575245e-06
16358,E330000US0647200000,"Sacramento-Roseville, CA CFS Area; California",E330000US1599946520,"Urban Honolulu, HI CFS Area; Hawaii",747056,140904,2476.1,2476.1,False,17168.807051582102,5.5990213974575245e-06
16359,E330000US0999999999,"Remainder of Connecticut, Connecticut",E330000US0442900000,"Phoenix-Mesa, AZ CFS Area; Arizona",65480,1291187,2219.39,2219.39,False,17164.476633717433,5.597607540073848e-06
16360,E330000US0442900000,"Phoenix-Mesa, AZ CFS Area; Arizona",E330000US0999999999,"Remainder of Connecticut, Connecticut",1291187,65480,2219.39,2219.39,False,17164.476633717433,5.597607540073848e-06
16361,E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",E330000US0499999999,"Remainder of Arizona, Arizona",169158,109087,1037.06,1037.06,False,17157.648757236926,5.59537827632183e-06
16362,E330000US0499999999,"Remainder of Arizona, Arizona",E330000US5344000000,"Portland-Vancouver-Salem, OR-WA CFS Area (part); Washington",109087,169158,1037.06,1037.06,False,17157.648757236926,5.59537827632183e-06
16363,E330000US3099999999,"Remainder of Montana, Montana",E330000US2499999999,"Remainder of Maryland, Maryland",243125,220085,1770.34,1770.34,False,17072.876484164557,5.567700599949693e-06
16364,E330000US2499999999,"Remainder of Maryland, Maryland",E330000US3099999999,"Remainder of Montana, Montana",220085,243125,1770.34,1770.34,False,17072.876484164557,5.567700599949693e-06
16365,E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",E330000US4999999999,"Remainder of Utah, Utah",185225,202925,1484.36,1484.36,False,17059.121911148468,5.563209808246476e-06
16366,E330000US4999999999,"Remainder of Utah, Utah",E330000US0138000000,"Mobile-Daphne-Fairhope, AL CFS Area; Alabama",202925,185225,1484.36,1484.36,False,17059.121911148468,5.563209808246476e-06
16367,E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",E330000US1599946520,"Urban Honolulu, HI CFS Area; Hawaii",2941650,140904,4929.26,4929.26,False,17058.893917363508,5.563135369541859e-06
16368,E330000US1599946520,"Urban Honolulu, HI CFS Area; Hawaii",E330000US3440800000,"New York-Newark, NY-NJ-CT-PA CFS Area (part); New Jersey",140904,2941650,4929.26,4929.26,False,17058.893917363508,5.563135369541859e-06
16369,E330000US3399999999,"Remainder of New Hampshire, New Hampshire",E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",52006,1051265,1790.96,1790.96,False,17044.87751518264,5.55855909207042e-06
16370,E330000US4848400000,"San Antonio-New Braunfels-Pearsall, TX CFS Area; Texas",E330000US3399999999,"Remainder of New Hampshire, New Hampshire",1051265,52006,1790.96,1790.96,False,17044.87751518264,5.55855909207042e-06
16371,E330000US0821600000,"Denver-Aurora, CO CFS Area; Colorado",E330000US3399999999,"Remainder of New Hampshire, New Hampshire",1026516,52006,1770.64,1770.64,False,17027.803609931045,5.552984556826345e-06
16372,E330000US3399999999,"Remainder of New Hampshire, New Hampshire",E330000US0821600000,"Denver-Aurora, CO CFS Area; Colorado",52006,1026516,1770.64,1770.64,False,17027.803609931045,5.552984556826345e-06
16373,E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",E330000US0599999999,"Remainder of Arkansas, Arkansas",12477,998494,855.5,855.5,False,17022.196784241685,5.551153959376486e-06
16374,E330000US0599999999,"Remainder of Arkansas, Arkansas",E330000US1154847900,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (part); District of Columbia",998494,12477,855.5,855.5,False,17022.196784241685,5.551153959376486e-06
16375,E330000US3399999999,"Remainder of New Hampshire, New Hampshire",E330000US2117800000,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (part); Kentucky",52006,190029,762.97,762.97,False,16976.900798976527,5.536365071740361e-06
